Date;Shop;Article;Sold;Revenue
26.03.2019;Superstore Bremen;Gardena CS Vertikutier-Boy (3395-20);33;1646,70
26.03.2019;Superstore Bremen;Gardena PowerMax 42 E;41;8199,59
26.03.2019;Superstore Bremen;Güde GV 2400 SL;6;1494,00
26.03.2019;Superstore Bremen;Jaytec DJT-20;37;3326,30
26.03.2019;Superstore Bremen;Kodak Zx3 Playsport;44;5719,56
26.03.2019;Superstore Bremen;LG RH-T 298;8;3279,92
26.03.2019;Superstore Bremen;Miele Softtronic T 7744 C;29;21721,00
26.03.2019;Superstore Bremen;Miele Softtronic W 3241 WPS;33;26400,00
26.03.2019;Superstore Bremen;Numark TT1650;35;5214,65
26.03.2019;Superstore Bremen;Onkyo DX-7355;40;5599,60
26.03.2019;Superstore Bremen;Panasonic HDC-SD707;21;16379,79
26.03.2019;Superstore Bremen;Pioneer DVR-550HX;24;11279,76
26.03.2019;Superstore Bremen;Samsung DVD-SR275;19;1519,81
26.03.2019;Superstore Bremen;Sony CDP-XE370;6;845,40
26.03.2019;Superstore Bremen;Sony HDR-CX115;46;18353,54
26.03.2019;Superstore Bremen;Sony PS-LX 300 USB;11;1518,00
26.03.2019;Superstore Bremen;Technics SL-1210 MK5;41;24559,00
26.03.2019;Superstore Bremen;Toshiba Camileo S20;9;899,91
26.03.2019;Superstore Bremen;Wolf-Garten 2.34 E;29;4321,00
26.03.2019;Superstore Bremen;Wolf-Garten Campus 1000 V;22;1977,80
26.03.2019;Superstore Bremen;Yamaha CDX-497;24;5759,76
26.03.2019;Superstore Dresden;AEG Öko Lavatherm 59850 Sensidry;8;7992,00
26.03.2019;Superstore Dresden;AEG Öko-Lavamat Öko Plus 1400;9;5391,00
26.03.2019;Superstore Dresden;Bauknecht TK Care 6B;9;2519,82
26.03.2019;Superstore Dresden;Bauknecht WA Sensitive 36 DI;34;11896,60
26.03.2019;Superstore Dresden;BenQ DE350P;21;5669,79
26.03.2019;Superstore Dresden;Bosch Rotak 43 LI (Modell 2009);17;6783,00
26.03.2019;Superstore Dresden;Bosch WAE 2834P;6;2994,00
26.03.2019;Superstore Dresden;Bosch WTE 84301;42;18858,00
26.03.2019;Superstore Dresden;Brill 28 VE/RL;12;1668,00
26.03.2019;Superstore Dresden;Denon DCD-710AE;40;14760,00
26.03.2019;Superstore Dresden;Einhell RPM 56 S-MS;29;8699,71
26.03.2019;Superstore Dresden;Gardena CS Vertikutier-Boy (3395-20);6;299,40
26.03.2019;Superstore Dresden;Gardena PowerMax 42 E;2;399,98
26.03.2019;Superstore Dresden;Güde GV 2400 SL;42;10458,00
26.03.2019;Superstore Dresden;Jaytec DJT-20;43;3865,70
26.03.2019;Superstore Dresden;Kodak Zx3 Playsport;45;5849,55
26.03.2019;Superstore Dresden;LG RH-T 298;44;18039,56
26.03.2019;Superstore Dresden;Miele Softtronic T 7744 C;37;27713,00
26.03.2019;Superstore Dresden;Miele Softtronic W 3241 WPS;18;14400,00
26.03.2019;Superstore Dresden;Numark TT1650;18;2681,82
26.03.2019;Superstore Dresden;Onkyo DX-7355;17;2379,83
26.03.2019;Superstore Dresden;Panasonic HDC-SD707;0;0,00
26.03.2019;Superstore Dresden;Pioneer DVR-550HX;45;21149,55
26.03.2019;Superstore Dresden;Samsung DVD-SR275;21;1679,79
26.03.2019;Superstore Dresden;Sony CDP-XE370;33;4649,70
26.03.2019;Superstore Dresden;Sony HDR-CX115;2;797,98
26.03.2019;Superstore Dresden;Sony PS-LX 300 USB;1;138,00
26.03.2019;Superstore Dresden;Technics SL-1210 MK5;3;1797,00
26.03.2019;Superstore Dresden;Toshiba Camileo S20;28;2799,72
26.03.2019;Superstore Dresden;Wolf-Garten 2.34 E;8;1192,00
26.03.2019;Superstore Dresden;Wolf-Garten Campus 1000 V;26;2337,40
26.03.2019;Superstore Dresden;Yamaha CDX-497;12;2879,88
26.03.2019;Superstore Düsseldorf;AEG Öko Lavatherm 59850 Sensidry;31;30969,00
26.03.2019;Superstore Düsseldorf;AEG Öko-Lavamat Öko Plus 1400;13;7787,00
26.03.2019;Superstore Düsseldorf;Bauknecht TK Care 6B;49;13719,02
26.03.2019;Superstore Düsseldorf;Bauknecht WA Sensitive 36 DI;32;11196,80
26.03.2019;Superstore Düsseldorf;BenQ DE350P;25;6749,75
26.03.2019;Superstore Düsseldorf;Bosch Rotak 43 LI (Modell 2009);8;3192,00
26.03.2019;Superstore Düsseldorf;Bosch WAE 2834P;28;13972,00
26.03.2019;Superstore Düsseldorf;Bosch WTE 84301;30;13470,00
26.03.2019;Superstore Düsseldorf;Brill 28 VE/RL;12;1668,00
26.03.2019;Superstore Düsseldorf;Denon DCD-710AE;40;14760,00
26.03.2019;Superstore Düsseldorf;Einhell RPM 56 S-MS;13;3899,87
26.03.2019;Superstore Düsseldorf;Gardena CS Vertikutier-Boy (3395-20);28;1397,20
26.03.2019;Superstore Düsseldorf;Gardena PowerMax 42 E;42;8399,58
26.03.2019;Superstore Düsseldorf;Güde GV 2400 SL;45;11205,00
26.03.2019;Superstore Düsseldorf;Jaytec DJT-20;3;269,70
26.03.2019;Superstore Düsseldorf;Kodak Zx3 Playsport;19;2469,81
26.03.2019;Superstore Düsseldorf;LG RH-T 298;47;19269,53
26.03.2019;Superstore Düsseldorf;Miele Softtronic T 7744 C;6;4494,00
26.03.2019;Superstore Düsseldorf;Miele Softtronic W 3241 WPS;46;36800,00
26.03.2019;Superstore Düsseldorf;Numark TT1650;19;2830,81
26.03.2019;Superstore Düsseldorf;Onkyo DX-7355;19;2659,81
26.03.2019;Superstore Düsseldorf;Panasonic HDC-SD707;38;29639,62
26.03.2019;Superstore Düsseldorf;Pioneer DVR-550HX;42;19739,58
26.03.2019;Superstore Düsseldorf;Samsung DVD-SR275;49;3919,51
26.03.2019;Superstore Düsseldorf;Sony CDP-XE370;8;1127,20
26.03.2019;Superstore Düsseldorf;Sony HDR-CX115;39;15560,61
26.03.2019;Superstore Düsseldorf;Sony PS-LX 300 USB;27;3726,00
26.03.2019;Superstore Düsseldorf;Technics SL-1210 MK5;36;21564,00
26.03.2019;Superstore Düsseldorf;Toshiba Camileo S20;49;4899,51
26.03.2019;Superstore Düsseldorf;Wolf-Garten 2.34 E;48;7152,00
26.03.2019;Superstore Düsseldorf;Wolf-Garten Campus 1000 V;49;4405,10
26.03.2019;Superstore Düsseldorf;Yamaha CDX-497;13;3119,87
26.03.2019;Superstore Erfurt;AEG Öko Lavatherm 59850 Sensidry;47;46953,00
26.03.2019;Superstore Erfurt;AEG Öko-Lavamat Öko Plus 1400;29;17371,00
26.03.2019;Superstore Erfurt;Bauknecht TK Care 6B;29;8119,42
26.03.2019;Superstore Erfurt;Bauknecht WA Sensitive 36 DI;29;10147,10
26.03.2019;Superstore Erfurt;BenQ DE350P;33;8909,67
26.03.2019;Superstore Erfurt;Bosch Rotak 43 LI (Modell 2009);23;9177,00
26.03.2019;Superstore Erfurt;Bosch WAE 2834P;28;13972,00
26.03.2019;Superstore Erfurt;Bosch WTE 84301;27;12123,00
26.03.2019;Superstore Erfurt;Brill 28 VE/RL;12;1668,00
26.03.2019;Superstore Erfurt;Denon DCD-710AE;26;9594,00
26.03.2019;Superstore Erfurt;Einhell RPM 56 S-MS;31;9299,69
26.03.2019;Superstore Erfurt;Gardena CS Vertikutier-Boy (3395-20);22;1097,80
26.03.2019;Superstore Erfurt;Gardena PowerMax 42 E;49;9799,51
26.03.2019;Superstore Erfurt;Güde GV 2400 SL;6;1494,00
26.03.2019;Superstore Erfurt;Jaytec DJT-20;3;269,70
26.03.2019;Superstore Erfurt;Kodak Zx3 Playsport;20;2599,80
26.03.2019;Superstore Erfurt;LG RH-T 298;33;13529,67
26.03.2019;Superstore Erfurt;Miele Softtronic T 7744 C;43;32207,00
26.03.2019;Superstore Erfurt;Miele Softtronic W 3241 WPS;9;7200,00
26.03.2019;Superstore Erfurt;Numark TT1650;48;7151,52
26.03.2019;Superstore Erfurt;Onkyo DX-7355;41;5739,59
26.03.2019;Superstore Erfurt;Panasonic HDC-SD707;17;13259,83
26.03.2019;Superstore Erfurt;Pioneer DVR-550HX;41;19269,59
26.03.2019;Superstore Erfurt;Samsung DVD-SR275;29;2319,71
26.03.2019;Superstore Erfurt;Sony CDP-XE370;42;5917,80
26.03.2019;Superstore Erfurt;Sony HDR-CX115;38;15161,62
26.03.2019;Superstore Erfurt;Sony PS-LX 300 USB;48;6624,00
26.03.2019;Superstore Erfurt;Technics SL-1210 MK5;23;13777,00
26.03.2019;Superstore Erfurt;Toshiba Camileo S20;21;2099,79
26.03.2019;Superstore Erfurt;Wolf-Garten 2.34 E;32;4768,00
26.03.2019;Superstore Erfurt;Wolf-Garten Campus 1000 V;3;269,70
26.03.2019;Superstore Erfurt;Yamaha CDX-497;33;7919,67
26.03.2019;Superstore Hamburg;AEG Öko Lavatherm 59850 Sensidry;34;33966,00
26.03.2019;Superstore Hamburg;AEG Öko-Lavamat Öko Plus 1400;1;599,00
26.03.2019;Superstore Hamburg;Bauknecht TK Care 6B;17;4759,66
26.03.2019;Superstore Hamburg;Bauknecht WA Sensitive 36 DI;13;4548,70
26.03.2019;Superstore Hamburg;BenQ DE350P;32;8639,68
26.03.2019;Superstore Hamburg;Bosch Rotak 43 LI (Modell 2009);13;5187,00
26.03.2019;Superstore Hamburg;Bosch WAE 2834P;33;16467,00
26.03.2019;Superstore Hamburg;Bosch WTE 84301;34;15266,00
26.03.2019;Superstore Hamburg;Brill 28 VE/RL;27;3753,00
26.03.2019;Superstore Hamburg;Denon DCD-710AE;32;11808,00
26.03.2019;Superstore Hamburg;Einhell RPM 56 S-MS;30;8999,70
26.03.2019;Superstore Hamburg;Gardena CS Vertikutier-Boy (3395-20);0;0,00
26.03.2019;Superstore Hamburg;Gardena PowerMax 42 E;11;2199,89
26.03.2019;Superstore Hamburg;Güde GV 2400 SL;49;12201,00
26.03.2019;Superstore Hamburg;Jaytec DJT-20;4;359,60
26.03.2019;Superstore Hamburg;Kodak Zx3 Playsport;17;2209,83
26.03.2019;Superstore Hamburg;LG RH-T 298;27;11069,73
26.03.2019;Superstore Hamburg;Miele Softtronic T 7744 C;13;9737,00
26.03.2019;Superstore Hamburg;Miele Softtronic W 3241 WPS;36;28800,00
26.03.2019;Superstore Hamburg;Numark TT1650;42;6257,58
26.03.2019;Superstore Hamburg;Onkyo DX-7355;25;3499,75
26.03.2019;Superstore Hamburg;Panasonic HDC-SD707;48;37439,52
26.03.2019;Superstore Hamburg;Pioneer DVR-550HX;0;0,00
26.03.2019;Superstore Hamburg;Samsung DVD-SR275;32;2559,68
26.03.2019;Superstore Hamburg;Sony CDP-XE370;16;2254,40
26.03.2019;Superstore Hamburg;Sony HDR-CX115;14;5585,86
26.03.2019;Superstore Hamburg;Sony PS-LX 300 USB;24;3312,00
26.03.2019;Superstore Hamburg;Technics SL-1210 MK5;34;20366,00
26.03.2019;Superstore Hamburg;Toshiba Camileo S20;7;699,93
26.03.2019;Superstore Hamburg;Wolf-Garten 2.34 E;5;745,00
26.03.2019;Superstore Hamburg;Wolf-Garten Campus 1000 V;16;1438,40
26.03.2019;Superstore Hamburg;Yamaha CDX-497;2;479,98
26.03.2019;Superstore Hannover;AEG Öko Lavatherm 59850 Sensidry;7;6993,00
26.03.2019;Superstore Hannover;AEG Öko-Lavamat Öko Plus 1400;43;25757,00
26.03.2019;Superstore Hannover;Bauknecht TK Care 6B;46;12879,08
26.03.2019;Superstore Hannover;Bauknecht WA Sensitive 36 DI;24;8397,60
26.03.2019;Superstore Hannover;BenQ DE350P;22;5939,78
26.03.2019;Superstore Hannover;Bosch Rotak 43 LI (Modell 2009);18;7182,00
26.03.2019;Superstore Hannover;Bosch WAE 2834P;6;2994,00
26.03.2019;Superstore Hannover;Bosch WTE 84301;8;3592,00
26.03.2019;Superstore Hannover;Brill 28 VE/RL;37;5143,00
26.03.2019;Superstore Hannover;Denon DCD-710AE;8;2952,00
26.03.2019;Superstore Hannover;Einhell RPM 56 S-MS;48;14399,52
26.03.2019;Superstore Hannover;Gardena CS Vertikutier-Boy (3395-20);30;1497,00
26.03.2019;Superstore Hannover;Gardena PowerMax 42 E;17;3399,83
26.03.2019;Superstore Hannover;Güde GV 2400 SL;45;11205,00
26.03.2019;Superstore Hannover;Jaytec DJT-20;3;269,70
26.03.2019;Superstore Hannover;Kodak Zx3 Playsport;2;259,98
26.03.2019;Superstore Hannover;LG RH-T 298;7;2869,93
26.03.2019;Superstore Hannover;Miele Softtronic T 7744 C;32;23968,00
26.03.2019;Superstore Hannover;Miele Softtronic W 3241 WPS;37;29600,00
26.03.2019;Superstore Hannover;Numark TT1650;25;3724,75
26.03.2019;Superstore Hannover;Onkyo DX-7355;26;3639,74
26.03.2019;Superstore Hannover;Panasonic HDC-SD707;15;11699,85
26.03.2019;Superstore Hannover;Pioneer DVR-550HX;29;13629,71
26.03.2019;Superstore Hannover;Samsung DVD-SR275;9;719,91
26.03.2019;Superstore Hannover;Sony CDP-XE370;25;3522,50
26.03.2019;Superstore Hannover;Sony HDR-CX115;30;11969,70
26.03.2019;Superstore Hannover;Sony PS-LX 300 USB;48;6624,00
26.03.2019;Superstore Hannover;Technics SL-1210 MK5;20;11980,00
26.03.2019;Superstore Hannover;Toshiba Camileo S20;9;899,91
26.03.2019;Superstore Hannover;Wolf-Garten 2.34 E;16;2384,00
26.03.2019;Superstore Hannover;Wolf-Garten Campus 1000 V;21;1887,90
26.03.2019;Superstore Hannover;Yamaha CDX-497;25;5999,75
26.03.2019;Superstore Kiel;AEG Öko Lavatherm 59850 Sensidry;11;10989,00
26.03.2019;Superstore Kiel;AEG Öko-Lavamat Öko Plus 1400;14;8386,00
26.03.2019;Superstore Kiel;Bauknecht TK Care 6B;38;10639,24
26.03.2019;Superstore Kiel;Bauknecht WA Sensitive 36 DI;16;5598,40
26.03.2019;Superstore Kiel;BenQ DE350P;46;12419,54
26.03.2019;Superstore Kiel;Bosch Rotak 43 LI (Modell 2009);44;17556,00
26.03.2019;Superstore Kiel;Bosch WAE 2834P;18;8982,00
26.03.2019;Superstore Kiel;Bosch WTE 84301;24;10776,00
26.03.2019;Superstore Kiel;Brill 28 VE/RL;43;5977,00
26.03.2019;Superstore Kiel;Denon DCD-710AE;33;12177,00
26.03.2019;Superstore Kiel;Einhell RPM 56 S-MS;1;299,99
26.03.2019;Superstore Kiel;Gardena CS Vertikutier-Boy (3395-20);22;1097,80
26.03.2019;Superstore Kiel;Gardena PowerMax 42 E;48;9599,52
26.03.2019;Superstore Kiel;Güde GV 2400 SL;29;7221,00
26.03.2019;Superstore Kiel;Jaytec DJT-20;11;988,90
26.03.2019;Superstore Kiel;Kodak Zx3 Playsport;20;2599,80
26.03.2019;Superstore Kiel;LG RH-T 298;24;9839,76
26.03.2019;Superstore Kiel;Miele Softtronic T 7744 C;0;0,00
26.03.2019;Superstore Kiel;Miele Softtronic W 3241 WPS;3;2400,00
26.03.2019;Superstore Kiel;Numark TT1650;2;297,98
26.03.2019;Superstore Kiel;Onkyo DX-7355;48;6719,52
26.03.2019;Superstore Kiel;Panasonic HDC-SD707;4;3119,96
26.03.2019;Superstore Kiel;Pioneer DVR-550HX;30;14099,70
26.03.2019;Superstore Kiel;Samsung DVD-SR275;36;2879,64
26.03.2019;Superstore Kiel;Sony CDP-XE370;24;3381,60
26.03.2019;Superstore Kiel;Sony HDR-CX115;49;19550,51
26.03.2019;Superstore Kiel;Sony PS-LX 300 USB;45;6210,00
26.03.2019;Superstore Kiel;Technics SL-1210 MK5;11;6589,00
26.03.2019;Superstore Kiel;Toshiba Camileo S20;49;4899,51
26.03.2019;Superstore Kiel;Wolf-Garten 2.34 E;45;6705,00
26.03.2019;Superstore Kiel;Wolf-Garten Campus 1000 V;14;1258,60
26.03.2019;Superstore Kiel;Yamaha CDX-497;10;2399,90
26.03.2019;Superstore Magdeburg;AEG Öko Lavatherm 59850 Sensidry;37;36963,00
26.03.2019;Superstore Magdeburg;AEG Öko-Lavamat Öko Plus 1400;31;18569,00
26.03.2019;Superstore Magdeburg;Bauknecht TK Care 6B;2;559,96
26.03.2019;Superstore Magdeburg;Bauknecht WA Sensitive 36 DI;27;9447,30
26.03.2019;Superstore Magdeburg;BenQ DE350P;16;4319,84
26.03.2019;Superstore Magdeburg;Bosch Rotak 43 LI (Modell 2009);29;11571,00
26.03.2019;Superstore Magdeburg;Bosch WAE 2834P;14;6986,00
26.03.2019;Superstore Magdeburg;Bosch WTE 84301;44;19756,00
26.03.2019;Superstore Magdeburg;Brill 28 VE/RL;34;4726,00
26.03.2019;Superstore Magdeburg;Denon DCD-710AE;44;16236,00
26.03.2019;Superstore Magdeburg;Einhell RPM 56 S-MS;7;2099,93
26.03.2019;Superstore Magdeburg;Gardena CS Vertikutier-Boy (3395-20);13;648,70
26.03.2019;Superstore Magdeburg;Gardena PowerMax 42 E;49;9799,51
26.03.2019;Superstore Magdeburg;Güde GV 2400 SL;37;9213,00
26.03.2019;Superstore Magdeburg;Jaytec DJT-20;37;3326,30
26.03.2019;Superstore Magdeburg;Kodak Zx3 Playsport;7;909,93
26.03.2019;Superstore Magdeburg;LG RH-T 298;44;18039,56
26.03.2019;Superstore Magdeburg;Miele Softtronic T 7744 C;45;33705,00
26.03.2019;Superstore Magdeburg;Miele Softtronic W 3241 WPS;45;36000,00
26.03.2019;Superstore Magdeburg;Numark TT1650;48;7151,52
26.03.2019;Superstore Magdeburg;Onkyo DX-7355;18;2519,82
26.03.2019;Superstore Magdeburg;Panasonic HDC-SD707;49;38219,51
26.03.2019;Superstore Magdeburg;Pioneer DVR-550HX;29;13629,71
26.03.2019;Superstore Magdeburg;Samsung DVD-SR275;48;3839,52
26.03.2019;Superstore Magdeburg;Sony CDP-XE370;15;2113,50
26.03.2019;Superstore Magdeburg;Sony HDR-CX115;11;4388,89
26.03.2019;Superstore Magdeburg;Sony PS-LX 300 USB;31;4278,00
26.03.2019;Superstore Magdeburg;Technics SL-1210 MK5;30;17970,00
26.03.2019;Superstore Magdeburg;Toshiba Camileo S20;5;499,95
26.03.2019;Superstore Magdeburg;Wolf-Garten 2.34 E;34;5066,00
26.03.2019;Superstore Magdeburg;Wolf-Garten Campus 1000 V;1;89,90
26.03.2019;Superstore Magdeburg;Yamaha CDX-497;46;11039,54
26.03.2019;Superstore Mainz;AEG Öko Lavatherm 59850 Sensidry;12;11988,00
26.03.2019;Superstore Mainz;AEG Öko-Lavamat Öko Plus 1400;38;22762,00
26.03.2019;Superstore Mainz;Bauknecht TK Care 6B;39;10919,22
26.03.2019;Superstore Mainz;Bauknecht WA Sensitive 36 DI;32;11196,80
26.03.2019;Superstore Mainz;BenQ DE350P;48;12959,52
26.03.2019;Superstore Mainz;Bosch Rotak 43 LI (Modell 2009);1;399,00
26.03.2019;Superstore Mainz;Bosch WAE 2834P;25;12475,00
26.03.2019;Superstore Mainz;Bosch WTE 84301;25;11225,00
26.03.2019;Superstore Mainz;Brill 28 VE/RL;22;3058,00
26.03.2019;Superstore Mainz;Denon DCD-710AE;4;1476,00
26.03.2019;Superstore Mainz;Einhell RPM 56 S-MS;10;2999,90
26.03.2019;Superstore Mainz;Gardena CS Vertikutier-Boy (3395-20);5;249,50
26.03.2019;Superstore Mainz;Gardena PowerMax 42 E;26;5199,74
26.03.2019;Superstore Mainz;Güde GV 2400 SL;27;6723,00
26.03.2019;Superstore Mainz;Jaytec DJT-20;14;1258,60
26.03.2019;Superstore Mainz;Kodak Zx3 Playsport;25;3249,75
26.03.2019;Superstore Mainz;LG RH-T 298;35;14349,65
26.03.2019;Superstore Mainz;Miele Softtronic T 7744 C;41;30709,00
26.03.2019;Superstore Mainz;Miele Softtronic W 3241 WPS;31;24800,00
26.03.2019;Superstore Mainz;Numark TT1650;44;6555,56
26.03.2019;Superstore Mainz;Onkyo DX-7355;43;6019,57
26.03.2019;Superstore Mainz;Panasonic HDC-SD707;31;24179,69
26.03.2019;Superstore Mainz;Pioneer DVR-550HX;39;18329,61
26.03.2019;Superstore Mainz;Samsung DVD-SR275;12;959,88
26.03.2019;Superstore Mainz;Sony CDP-XE370;22;3099,80
26.03.2019;Superstore Mainz;Sony HDR-CX115;5;1994,95
26.03.2019;Superstore Mainz;Sony PS-LX 300 USB;18;2484,00
26.03.2019;Superstore Mainz;Technics SL-1210 MK5;30;17970,00
26.03.2019;Superstore Mainz;Toshiba Camileo S20;15;1499,85
26.03.2019;Superstore Mainz;Wolf-Garten 2.34 E;49;7301,00
26.03.2019;Superstore Mainz;Wolf-Garten Campus 1000 V;33;2966,70
26.03.2019;Superstore Mainz;Yamaha CDX-497;47;11279,53
26.03.2019;Superstore München;AEG Öko Lavatherm 59850 Sensidry;32;31968,00
26.03.2019;Superstore München;AEG Öko-Lavamat Öko Plus 1400;46;27554,00
26.03.2019;Superstore München;Bauknecht TK Care 6B;29;8119,42
26.03.2019;Superstore München;Bauknecht WA Sensitive 36 DI;35;12246,50
26.03.2019;Superstore München;BenQ DE350P;32;8639,68
26.03.2019;Superstore München;Bosch Rotak 43 LI (Modell 2009);21;8379,00
26.03.2019;Superstore München;Bosch WAE 2834P;44;21956,00
26.03.2019;Superstore München;Bosch WTE 84301;42;18858,00
26.03.2019;Superstore München;Brill 28 VE/RL;7;973,00
26.03.2019;Superstore München;Denon DCD-710AE;24;8856,00
26.03.2019;Superstore München;Einhell RPM 56 S-MS;13;3899,87
26.03.2019;Superstore München;Gardena CS Vertikutier-Boy (3395-20);30;1497,00
26.03.2019;Superstore München;Gardena PowerMax 42 E;5;999,95
26.03.2019;Superstore München;Güde GV 2400 SL;11;2739,00
26.03.2019;Superstore München;Jaytec DJT-20;38;3416,20
26.03.2019;Superstore München;Kodak Zx3 Playsport;35;4549,65
26.03.2019;Superstore München;LG RH-T 298;16;6559,84
26.03.2019;Superstore München;Miele Softtronic T 7744 C;17;12733,00
26.03.2019;Superstore München;Miele Softtronic W 3241 WPS;48;38400,00
26.03.2019;Superstore München;Numark TT1650;8;1191,92
26.03.2019;Superstore München;Onkyo DX-7355;25;3499,75
26.03.2019;Superstore München;Panasonic HDC-SD707;34;26519,66
26.03.2019;Superstore München;Pioneer DVR-550HX;4;1879,96
26.03.2019;Superstore München;Samsung DVD-SR275;12;959,88
26.03.2019;Superstore München;Sony CDP-XE370;38;5354,20
26.03.2019;Superstore München;Sony HDR-CX115;11;4388,89
26.03.2019;Superstore München;Sony PS-LX 300 USB;0;0,00
26.03.2019;Superstore München;Technics SL-1210 MK5;18;10782,00
26.03.2019;Superstore München;Toshiba Camileo S20;7;699,93
26.03.2019;Superstore München;Wolf-Garten 2.34 E;8;1192,00
26.03.2019;Superstore München;Wolf-Garten Campus 1000 V;30;2697,00
26.03.2019;Superstore München;Yamaha CDX-497;10;2399,90
26.03.2019;Superstore Potsdam;AEG Öko Lavatherm 59850 Sensidry;11;10989,00
26.03.2019;Superstore Potsdam;AEG Öko-Lavamat Öko Plus 1400;0;0,00
26.03.2019;Superstore Potsdam;Bauknecht TK Care 6B;41;11479,18
26.03.2019;Superstore Potsdam;Bauknecht WA Sensitive 36 DI;15;5248,50
26.03.2019;Superstore Potsdam;BenQ DE350P;30;8099,70
26.03.2019;Superstore Potsdam;Bosch Rotak 43 LI (Modell 2009);1;399,00
26.03.2019;Superstore Potsdam;Bosch WAE 2834P;17;8483,00
26.03.2019;Superstore Potsdam;Bosch WTE 84301;22;9878,00
26.03.2019;Superstore Potsdam;Brill 28 VE/RL;32;4448,00
26.03.2019;Superstore Potsdam;Denon DCD-710AE;41;15129,00
26.03.2019;Superstore Potsdam;Einhell RPM 56 S-MS;2;599,98
26.03.2019;Superstore Potsdam;Gardena CS Vertikutier-Boy (3395-20);20;998,00
26.03.2019;Superstore Potsdam;Gardena PowerMax 42 E;28;5599,72
26.03.2019;Superstore Potsdam;Güde GV 2400 SL;46;11454,00
26.03.2019;Superstore Potsdam;Jaytec DJT-20;33;2966,70
26.03.2019;Superstore Potsdam;Kodak Zx3 Playsport;4;519,96
26.03.2019;Superstore Potsdam;LG RH-T 298;27;11069,73
26.03.2019;Superstore Potsdam;Miele Softtronic T 7744 C;34;25466,00
26.03.2019;Superstore Potsdam;Miele Softtronic W 3241 WPS;32;25600,00
26.03.2019;Superstore Potsdam;Numark TT1650;18;2681,82
26.03.2019;Superstore Potsdam;Onkyo DX-7355;25;3499,75
26.03.2019;Superstore Potsdam;Panasonic HDC-SD707;8;6239,92
26.03.2019;Superstore Potsdam;Pioneer DVR-550HX;13;6109,87
26.03.2019;Superstore Potsdam;Samsung DVD-SR275;43;3439,57
26.03.2019;Superstore Potsdam;Sony CDP-XE370;49;6904,10
26.03.2019;Superstore Potsdam;Sony HDR-CX115;24;9575,76
26.03.2019;Superstore Potsdam;Sony PS-LX 300 USB;29;4002,00
26.03.2019;Superstore Potsdam;Technics SL-1210 MK5;23;13777,00
26.03.2019;Superstore Potsdam;Toshiba Camileo S20;31;3099,69
26.03.2019;Superstore Potsdam;Wolf-Garten 2.34 E;37;5513,00
26.03.2019;Superstore Potsdam;Wolf-Garten Campus 1000 V;21;1887,90
26.03.2019;Superstore Potsdam;Yamaha CDX-497;45;10799,55
26.03.2019;Superstore Saarbrücken;AEG Öko Lavatherm 59850 Sensidry;30;29970,00
26.03.2019;Superstore Saarbrücken;AEG Öko-Lavamat Öko Plus 1400;11;6589,00
26.03.2019;Superstore Saarbrücken;Bauknecht TK Care 6B;5;1399,90
26.03.2019;Superstore Saarbrücken;Bauknecht WA Sensitive 36 DI;2;699,80
26.03.2019;Superstore Saarbrücken;BenQ DE350P;39;10529,61
26.03.2019;Superstore Saarbrücken;Bosch Rotak 43 LI (Modell 2009);12;4788,00
26.03.2019;Superstore Saarbrücken;Bosch WAE 2834P;23;11477,00
26.03.2019;Superstore Saarbrücken;Bosch WTE 84301;0;0,00
26.03.2019;Superstore Saarbrücken;Brill 28 VE/RL;8;1112,00
26.03.2019;Superstore Saarbrücken;Denon DCD-710AE;22;8118,00
26.03.2019;Superstore Saarbrücken;Einhell RPM 56 S-MS;11;3299,89
26.03.2019;Superstore Saarbrücken;Gardena CS Vertikutier-Boy (3395-20);26;1297,40
26.03.2019;Superstore Saarbrücken;Gardena PowerMax 42 E;33;6599,67
26.03.2019;Superstore Saarbrücken;Güde GV 2400 SL;24;5976,00
26.03.2019;Superstore Saarbrücken;Jaytec DJT-20;36;3236,40
26.03.2019;Superstore Saarbrücken;Kodak Zx3 Playsport;0;0,00
26.03.2019;Superstore Saarbrücken;LG RH-T 298;12;4919,88
26.03.2019;Superstore Saarbrücken;Miele Softtronic T 7744 C;10;7490,00
26.03.2019;Superstore Saarbrücken;Miele Softtronic W 3241 WPS;36;28800,00
26.03.2019;Superstore Saarbrücken;Numark TT1650;17;2532,83
26.03.2019;Superstore Saarbrücken;Onkyo DX-7355;22;3079,78
26.03.2019;Superstore Saarbrücken;Panasonic HDC-SD707;12;9359,88
26.03.2019;Superstore Saarbrücken;Pioneer DVR-550HX;45;21149,55
26.03.2019;Superstore Saarbrücken;Samsung DVD-SR275;3;239,97
26.03.2019;Superstore Saarbrücken;Sony CDP-XE370;15;2113,50
26.03.2019;Superstore Saarbrücken;Sony HDR-CX115;43;17156,57
26.03.2019;Superstore Saarbrücken;Sony PS-LX 300 USB;7;966,00
26.03.2019;Superstore Saarbrücken;Technics SL-1210 MK5;24;14376,00
26.03.2019;Superstore Saarbrücken;Toshiba Camileo S20;1;99,99
26.03.2019;Superstore Saarbrücken;Wolf-Garten 2.34 E;26;3874,00
26.03.2019;Superstore Saarbrücken;Wolf-Garten Campus 1000 V;9;809,10
26.03.2019;Superstore Saarbrücken;Yamaha CDX-497;9;2159,91
26.03.2019;Superstore Schwerin;AEG Öko Lavatherm 59850 Sensidry;39;38961,00
